KEY,age,hh_head_yn,sex
uuid:5a70db39-99a5-4037-983e-25358f1c1247,44.970869451913146,yes,Female
uuid:5a70db39-99a5-4037-983e-25358f1c1247,9.243582878846041,no,Female
uuid:5a70db39-99a5-4037-983e-25358f1c1247,11.251244677378029,no,Male
uuid:19785c41-494c-485c-a1fa-4168592b538a,74.26716255811077,yes,Male
uuid:19785c41-494c-485c-a1fa-4168592b538a,62.75509034949192,no,Female
uuid:60c57b9a-89c7-434f-9a3e-27e4a59e825e,38.74002736371598,yes,Male
uuid:b1ba13d8-68fb-44cd-8950-5391a19e0395,37.6115869403479,yes,Male
uuid:f11ca3ef-e70e-407b-9cf1-26fe92cd8d17,74.1649819345247,yes,Female
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,48.84160193652608,no,Female
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,28.98486235651052,no,Female
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,0.03870877685056673,no,Male
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,0.9520020560842717,no,Male
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,30.49829967856021,yes,Male
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,25.271066292586905,no,Male
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,24.565840496345732,no,Female
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,30.161911531642048,no,Male
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,11.576126085317515,no,Female
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,16.687200113535567,no,Female
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,15.204036051562177,no,Female
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,9.76056242927935,no,Female
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,22.462372483548208,no,Male
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,14.706058256300606,no,Female
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,58.96528060466903,no,Male
uuid:475e76d4-fde3-4f4e-9f53-943ffbd23137,1.9951609772358008,no,Male
uuid:b7b8f071-8711-4c17-8afb-27267da0003b,80.7577403441808,yes,Male
uuid:b7b8f071-8711-4c17-8afb-27267da0003b,64.33591442845778,no,Female
uuid:b7b8f071-8711-4c17-8afb-27267da0003b,10.50226366429228,no,Female
uuid:120cebe1-0451-4ed1-8d4d-5782dba74e17,53.36002591775208,yes,Male
uuid:120cebe1-0451-4ed1-8d4d-5782dba74e17,47.05302872048421,no,Female
uuid:120cebe1-0451-4ed1-8d4d-5782dba74e17,20.118912634655654,no,Female
uuid:120cebe1-0451-4ed1-8d4d-5782dba74e17,18.952693731304855,no,Male
uuid:120cebe1-0451-4ed1-8d4d-5782dba74e17,18.39531663491504,no,Male
uuid:120cebe1-0451-4ed1-8d4d-5782dba74e17,14.220150334547828,no,Female
uuid:120cebe1-0451-4ed1-8d4d-5782dba74e17,17.13103388274064,no,Male
uuid:8462ae28-5fb2-4ceb-a201-e7e07db1e6b6,37.42398434674978,no,Female
uuid:8462ae28-5fb2-4ceb-a201-e7e07db1e6b6,34.211959195748776,yes,Male
uuid:8462ae28-5fb2-4ceb-a201-e7e07db1e6b6,8.015485673406403,no,Male
uuid:8b9d7c6e-8efd-4792-a14e-385636fd42e5,28.345980983329532,yes,Male
uuid:e5c4861b-685a-4aef-a4f0-cbdf3ebaba69,26.96165427070948,yes,Female
uuid:e5c4861b-685a-4aef-a4f0-cbdf3ebaba69,10.971529941614431,no,Male
uuid:e5c4861b-685a-4aef-a4f0-cbdf3ebaba69,1.5665185496884495,no,Male
uuid:1859f014-099a-4daf-8cb1-b43bdb55e1f5,27.876814454950992,yes,Male
uuid:285a59b5-8dc3-4f51-8c9a-3a8ebc173251,42.97180399352649,yes,Male
uuid:68d0a1b0-a6fc-49a7-81be-9842b2446bfb,71.95700345286888,yes,Female
uuid:ebf1d04d-45e4-40c4-b77d-3d5659efbae6,43.503206730937315,yes,Male
uuid:be75537b-eb82-4c32-be0c-ac6bb87d319c,22.619029013272094,yes,Male
uuid:92b23025-810d-47cd-aa1f-91e7ac67de1e,45.79960364622157,yes,Female
uuid:92b23025-810d-47cd-aa1f-91e7ac67de1e,18.536310113326135,no,Male
uuid:a07924ec-d1b1-47a6-bf09-5f3f6e94015c,40.27335083300895,yes,Female
uuid:a07924ec-d1b1-47a6-bf09-5f3f6e94015c,21.768939729301408,no,Male
uuid:a07924ec-d1b1-47a6-bf09-5f3f6e94015c,13.631483022830789,no,Female
uuid:a07924ec-d1b1-47a6-bf09-5f3f6e94015c,8.853804803832764,no,Female
uuid:a07924ec-d1b1-47a6-bf09-5f3f6e94015c,14.590457326808064,no,Female
uuid:a07924ec-d1b1-47a6-bf09-5f3f6e94015c,15.999016899977626,no,Male
uuid:535fd25e-da8d-4fc2-b457-b7a2b85b419c,27.206995985377887,yes,Male
uuid:0a2f0b42-dd22-412c-bde5-67418f38db31,25.148111369854927,yes,Male
uuid:51b9a0c1-247e-42fa-b077-eda345b0ab79,66.603405520001,yes,Female
uuid:724751b1-dd25-4402-97d8-4c6e7e5dde73,29.58108067029188,yes,Male
uuid:0ac934a3-b111-473f-a4a3-3b09d44cf3de,45.177778880513316,yes,Male
uuid:0ac934a3-b111-473f-a4a3-3b09d44cf3de,35.644682062176386,no,Female
uuid:0ac934a3-b111-473f-a4a3-3b09d44cf3de,8.430544084466147,no,Female
uuid:0ac934a3-b111-473f-a4a3-3b09d44cf3de,2.855512489718592,no,Female
uuid:0ac934a3-b111-473f-a4a3-3b09d44cf3de,2.2216093545437916,no,Male
uuid:0ac934a3-b111-473f-a4a3-3b09d44cf3de,0.9802158089858268,no,Male
uuid:0ac934a3-b111-473f-a4a3-3b09d44cf3de,12.62731080024902,no,Female
uuid:0ac934a3-b111-473f-a4a3-3b09d44cf3de,9.89037355879305,no,Female
uuid:b1e56b66-b0c2-4e10-ac02-298332fca16e,50.227084829317334,yes,Female
uuid:b1e56b66-b0c2-4e10-ac02-298332fca16e,22.586348321549828,no,Male
uuid:b1e56b66-b0c2-4e10-ac02-298332fca16e,8.247493791543391,no,Male
uuid:b1e56b66-b0c2-4e10-ac02-298332fca16e,14.91309424910425,no,Female
uuid:6839e8e2-3fc2-4ebc-a222-4ebe5c8d9d28,40.06521472356152,yes,Female
uuid:6839e8e2-3fc2-4ebc-a222-4ebe5c8d9d28,22.550461767997348,no,Female
uuid:6839e8e2-3fc2-4ebc-a222-4ebe5c8d9d28,13.849555754388321,no,Male
uuid:6839e8e2-3fc2-4ebc-a222-4ebe5c8d9d28,6.711086289731389,no,Male
uuid:76e705b8-5028-4a9b-b40a-859bb6a12b66,26.494185633788714,no,Female
uuid:76e705b8-5028-4a9b-b40a-859bb6a12b66,42.363746007327876,yes,Male
uuid:76e705b8-5028-4a9b-b40a-859bb6a12b66,12.888669977312532,no,Male
uuid:76e705b8-5028-4a9b-b40a-859bb6a12b66,11.151219361703237,no,Male
uuid:76e705b8-5028-4a9b-b40a-859bb6a12b66,9.668449673434065,no,Male
uuid:19a7310c-cb9b-4432-952c-3fc7e75e60e7,41.891290070512454,no,Female
uuid:19a7310c-cb9b-4432-952c-3fc7e75e60e7,46.83208076519434,yes,Male
uuid:19a7310c-cb9b-4432-952c-3fc7e75e60e7,13.105341349958522,no,Female
uuid:19a7310c-cb9b-4432-952c-3fc7e75e60e7,2.359635608236684,no,Male
uuid:19a7310c-cb9b-4432-952c-3fc7e75e60e7,16.773578322848387,no,Male
uuid:19a7310c-cb9b-4432-952c-3fc7e75e60e7,1.9855595503510532,no,Female
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,70.80332043389805,yes,Male
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,54.54239526829809,no,Female
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,13.628455718811292,no,Female
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,17.19280952065804,no,Male
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,8.388633538028966,no,Female
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,0.6698166655796349,no,Male
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,5.6526793617624556,no,Male
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,0.5744115099722347,no,Male
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,13.095563161081145,no,Male
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,9.675105453472085,no,Male
uuid:ec623b01-6a60-46f6-97dc-179341f587f5,3.6838864634519513,no,Male
uuid:1a4d1a3c-9b9d-42fa-8a06-fa9fdea3f2db,35.73056094359325,yes,Male
uuid:28f8947d-ebc9-4778-b196-b705127013ef,35.804462866316854,yes,Male
uuid:28f8947d-ebc9-4778-b196-b705127013ef,34.09739312337324,no,Female
uuid:28f8947d-ebc9-4778-b196-b705127013ef,16.97413556803363,no,Male
uuid:28f8947d-ebc9-4778-b196-b705127013ef,24.508525318850392,no,Male
uuid:28f8947d-ebc9-4778-b196-b705127013ef,2.5055694330132745,no,Male
uuid:28f8947d-ebc9-4778-b196-b705127013ef,15.573517839168371,no,Male
uuid:28f8947d-ebc9-4778-b196-b705127013ef,15.211584501608922,no,Female
uuid:28f8947d-ebc9-4778-b196-b705127013ef,11.909104044433413,no,Female
uuid:28f8947d-ebc9-4778-b196-b705127013ef,27.46636047160974,no,Male
uuid:5de89455-8387-434e-b685-6fd1ae1060d9,26.71434154697013,yes,Male
uuid:5de89455-8387-434e-b685-6fd1ae1060d9,25.83716991244038,no,Female
uuid:5de89455-8387-434e-b685-6fd1ae1060d9,3.6744388488165454,no,Male
uuid:5de89455-8387-434e-b685-6fd1ae1060d9,0.47219722927190944,no,Male
uuid:4c667a27-93d4-44b6-89e2-2568d11b5a53,78.97923639421461,yes,Female
uuid:4c667a27-93d4-44b6-89e2-2568d11b5a53,34.830924775875715,no,Female
uuid:ff2e5c8b-aa43-4632-93e4-0bf65944d904,30.52734601650276,yes,Female
uuid:feb39bc0-64da-4f51-ab69-c8d7f055780e,60.425036271651756,yes,Male
